sensor_id,latitude,longitude,total,transit,park,gas_station,parking,industrial,major_road_proxy,dominant_place_category,place_diversity_entropy,green_vs_traffic_ratio_500m
67f4e07afc34192f37316f05,38.031104757009054,-1.1237498980434446,1,0,0,0,0,1,0,industrial,0.0,
67e269fa3ac225e4711107af,38.0311321576704,-1.1239023117088331,1,0,0,0,0,1,0,industrial,0.0,
67e47a2c3ac225e4711108c8,38.03115518647225,-1.1238811533787052,1,0,0,0,0,1,0,industrial,0.0,
67f39b2cfc34192f37316e09,38.03120821526179,-1.123430242922212,1,0,0,0,0,1,0,industrial,0.0,
67e47adf3ac225e4711108cc,38.03121243120346,-1.1238451860612608,1,0,0,0,0,1,0,industrial,0.0,
67f39943fc34192f37316dee,38.03121417595802,-1.123854866270455,1,0,0,0,0,1,0,industrial,0.0,
67f39a3cfc34192f37316dfc,38.03123037524225,-1.1237946060948056,1,0,0,0,0,1,0,industrial,0.0,
67e26f643ac225e4711107c6,38.03123568048372,-1.1237856356166853,1,0,0,0,0,1,0,industrial,0.0,
67e2707e3ac225e4711107cb,38.03123779319269,-1.1237950233482374,1,0,0,0,0,1,0,industrial,0.0,
67e271ac3ac225e4711107d0,38.03124307496479,-1.123718580391313,1,0,0,0,0,1,0,industrial,0.0,
67f39c6afc34192f37316e12,38.03127319279298,-1.1233101398676704,1,0,0,0,0,1,0,industrial,0.0,
6836bd545893c116dcb58a10,38.0377392,-1.0799999,0,0,0,0,0,0,0,,,
6836be0c5893c116dcb58a13,38.0377392,-1.0799999,0,0,0,0,0,0,0,,,
67f7a661fc34192f373171fa,38.0444890311179,-1.0865493788900205,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
682ecb69ffdee468dfce0876,38.044505528586896,-1.0841038570083605,3,0,0,2,0,1,0,gas_station,0.9182958340544896,0.0
682ecbefffdee468dfce0878,38.044505528586896,-1.0841038570083605,3,0,0,2,0,1,0,gas_station,0.9182958340544896,0.0
682eca58ffdee468dfce086f,38.0448435,-1.0843989,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
682eca6bffdee468dfce0871,38.0448435,-1.0843989,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
682eca7cffdee468dfce0873,38.0448435,-1.0843989,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
67f7a3c3fc34192f373171ef,38.044903797043695,-1.0845417886014297,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
67f7a25dfc34192f373171e8,38.04522719132765,-1.0863572350148099,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
67f7a29afc34192f373171ea,38.04522719132765,-1.0863572350148099,4,0,0,3,0,1,0,gas_station,0.8112781244591328,0.0
67c5bb913ac225e47111034f,38.045438218529526,-1.676842257563782,1,0,0,0,1,0,0,parking,0.0,0.0
67cc21963ac225e4711103bb,38.045497362885925,-1.676869079653931,1,0,0,0,1,0,0,parking,0.0,0.0
67cc214e3ac225e4711103b7,38.04550158748104,-1.6768717618629458,1,0,0,0,1,0,0,parking,0.0,0.0
