variable,cluster_label,category,observed_count,expected_count,pearson_residual
official_pm10_band,4,moderate,89,95.52631578947368,-0.6677387349284315
official_station_id,1,STA_ES0824A,1,0.52046783625731,0.6646925235505898
official_station_id,1,STA_ES1175A,1,0.52046783625731,0.6646925235505898
official_station_id,1,STA_ES1624A,1,0.52046783625731,0.6646925235505898
official_station_id,1,STA_ES1709A,1,0.52046783625731,0.6646925235505898
official_station_id,1,STA_ES2006A,1,0.52046783625731,0.6646925235505898
official_station_id,1,STA_ES2024A,1,0.52046783625731,0.6646925235505898
official_station_id,2,STA_ES0120A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES0587A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES1349A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES1363A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES1564A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES1797A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES2131A,0,0.42884990253411304,-0.6548663241716687
official_station_id,2,STA_ES2136A,0,0.42884990253411304,-0.6548663241716687
capture_season,2,summer,0,0.42884990253411304,-0.6548663241716687
official_station_id,4,STA_ES1160A,0,0.4245614035087719,-0.6515837655350015
official_station_id,4,STA_ES1490A,0,0.4245614035087719,-0.6515837655350015
official_station_id,4,STA_ES1834A,0,0.4245614035087719,-0.6515837655350015
official_station_id,4,STA_ES2005A,0,0.4245614035087719,-0.6515837655350015
official_station_id,3,STA_ES1593A,13,10.875633528265107,0.6441724634143309
official_station_id,1,STA_ES1918A,3,2.08187134502924,0.6363215012039183
capture_season,1,spring,1043,1022.719298245614,0.6341686265907969
official_station_id,4,STA_ES1712A,2,3.113450292397661,-0.6310297948111159
official_station_id,2,STA_ES1641A,2,1.286549707602339,0.6289996953045751
official_station_id,4,STA_ES1417A,1,1.839766081871345,-0.6191231247502592
official_station_id,3,STA_ES1160A,0,0.3707602339181287,-0.6089008407927589
official_station_id,3,STA_ES1442A,0,0.3707602339181287,-0.6089008407927589
official_station_id,3,STA_ES1834A,0,0.3707602339181287,-0.6089008407927589
official_station_id,3,STA_ES2005A,0,0.3707602339181287,-0.6089008407927589
official_station_id,4,STA_ES1496A,3,2.1228070175438596,0.6020601623022926
official_pm10_band,1,low,965,983.6842105263158,-0.5957264758880125
official_station_id,2,STA_ES1577A,3,2.1442495126705654,0.5843990417029211
official_station_id,2,STA_ES2132A,3,2.1442495126705654,0.5843990417029211
official_station_id,4,STA_ES2075A,1,0.5660818713450292,0.5767241948842307
official_station_id,2,STA_ES1269A,4,3.0019493177387915,0.576037713703644
official_station_id,4,STA_ES0333A,9,10.897076023391813,-0.5746848453321995
official_station_id,1,STA_ES1532A,3,4.16374269005848,-0.5703153022592536
official_station_id,4,STA_ES0805A,2,2.9719298245614034,-0.5637877482117348
official_station_id,2,STA_ES1358A,1,1.7153996101364521,-0.546218047661369
official_station_id,4,STA_ES1613A,1,1.6982456140350877,-0.535806484882088
official_station_id,4,STA_ES0825A,0,0.2830409356725146,-0.5320159167473419
official_station_id,4,STA_ES1363A,0,0.2830409356725146,-0.5320159167473419
official_station_id,4,STA_ES1492A,0,0.2830409356725146,-0.5320159167473419
official_station_id,4,STA_ES1564A,0,0.2830409356725146,-0.5320159167473419
